Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),,Size,Color,Season,Review Rating,Subscription Status,Payment Method,,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1908,69,Male,Skirt,Clothing,74,,L,Orange,Fall,4.8,No,Cash,,No,No,36,Credit Card,Every 3 Months
1909,18,Male,Scarf,Accessories,71,,XL,Charcoal,Winter,2.7,No,Credit Card,,No,No,19,Debit Card,Bi-Weekly
1910,50,Male,Sweater,Clothing,84,,S,Black,Spring,4.3,No,laybye,,No,No,12,Credit Card,Monthly
1911,29,Male,Sandals,Footwear,38,,S,Yellow,Fall,3.8,No,laybye,,No,No,13,Debit Card,Quarterly
1912,65,Male,Jewelry,Accessories,81,,M,Gray,Spring,4.9,No,Credit Card,,No,No,32,Debit Card,Bi-Weekly
1913,29,Male,Sweater,Clothing,56,,S,Charcoal,Winter,3.4,No,Cash,,No,No,5,Credit Card,Bi-Weekly
1914,49,Male,Skirt,Clothing,48,,M,Peach,Winter,3.6,No,laybye,,No,No,29,Cash,Annually
1915,28,Male,Shorts,Clothing,97,,L,Green,Fall,3.4,No,laybye,,No,No,40,Credit Card,Fortnightly
1916,51,Male,Backpack,Accessories,74,,M,Magenta,Fall,4.7,No,laybye,,No,No,44,Cash,Weekly
1917,26,Male,Hoodie,Clothing,50,,S,Beige,Winter,3,No,laybye,,No,No,3,Debit Card,Bi-Weekly
1918,38,Male,Skirt,Clothing,71,,L,Black,Winter,3.4,No,laybye,,No,No,35,laybye,Bi-Weekly
1919,35,Male,Skirt,Clothing,33,,S,Purple,Summer,4.6,No,laybye,,No,No,33,Debit Card,Monthly
1920,34,Male,Backpack,Accessories,56,,M,Olive,Summer,3.1,No,Credit Card,,No,No,20,laybye,Bi-Weekly
1921,51,Male,Blouse,Clothing,84,,M,Purple,Spring,2.8,No,Bank Transfer,,No,No,40,Cash,Every 3 Months
1922,47,Male,Shirt,Clothing,36,,M,Green,Fall,3.5,No,Cash,,No,No,13,laybye,Annually
1923,18,Male,Gloves,Accessories,63,,S,Peach,Summer,4.6,No,laybye,,No,No,9,laybye,Monthly
1924,64,Male,Sandals,Footwear,36,,XL,Blue,Summer,4.3,No,laybye,,No,No,7,laybye,Annually
1925,30,Male,Jacket,Outerwear,63,,M,Gray,Fall,4.8,No,laybye,,No,No,42,laybye,Quarterly
1926,59,Male,Sneakers,Footwear,32,,L,Black,Winter,2.9,No,laybye,,No,No,44,Credit Card,Fortnightly
1927,66,Male,Backpack,Accessories,93,,M,Silver,Spring,3,No,laybye,,No,No,6,laybye,Annually
1928,40,Male,Pants,Clothing,29,,M,Pink,Summer,2.9,No,Debit Card,,No,No,8,Cash,Every 3 Months
1929,25,Male,Sunglasses,Accessories,92,,S,Lavender,Summer,3.7,No,laybye,,No,No,10,laybye,Weekly
1930,59,Male,Jeans,Clothing,33,,L,Brown,Fall,4.7,No,Debit Card,,No,No,46,laybye,Quarterly
1931,66,Male,Pants,Clothing,52,,L,Turquoise,Spring,3.5,No,Bank Transfer,,No,No,26,Cash,Weekly
1932,54,Male,Jewelry,Accessories,42,,S,Olive,Spring,2.7,No,laybye,,No,No,6,Debit Card,Every 3 Months
1933,42,Male,Hoodie,Clothing,36,,M,White,Spring,5,No,Cash,,No,No,47,Credit Card,Every 3 Months
1934,48,Male,Sandals,Footwear,67,,L,Violet,Summer,4.1,No,Cash,,No,No,28,laybye,Annually
1935,34,Male,Jacket,Outerwear,43,,L,Gold,Winter,2.7,No,Debit Card,,No,No,23,Bank Transfer,Annually
1936,19,Male,Blouse,Clothing,68,,XL,Violet,Spring,4.8,No,Debit Card,,No,No,45,Cash,Fortnightly
1937,70,Male,Jewelry,Accessories,60,,S,Teal,Summer,4.3,No,laybye,,No,No,44,laybye,Every 3 Months
1938,43,Male,Socks,Clothing,53,,M,Olive,Summer,4.5,No,laybye,,No,No,11,Bank Transfer,Monthly
1939,46,Male,Jeans,Clothing,23,,L,Blue,Spring,3.8,No,laybye,,No,No,39,Debit Card,Bi-Weekly
1940,66,Male,Gloves,Accessories,57,,L,Magenta,Winter,3.7,No,Bank Transfer,,No,No,20,laybye,Every 3 Months
1941,50,Male,Hat,Accessories,89,,L,Gray,Fall,3.9,No,laybye,,No,No,48,laybye,Fortnightly
1942,55,Male,Shoes,Footwear,99,,XL,Peach,Winter,3.3,No,PayPal,,No,No,46,Credit Card,Quarterly
1943,63,Male,Pants,Clothing,28,,M,Cyan,Fall,3.4,No,laybye,,No,No,22,laybye,Monthly
1944,32,Male,Socks,Clothing,53,,L,Violet,Summer,3.8,No,Debit Card,,No,No,45,Cash,Annually
1945,30,Male,Hoodie,Clothing,45,,M,Gold,Winter,2.7,No,Debit Card,,No,No,49,Cash,Every 3 Months
1946,35,Male,Hoodie,Clothing,38,,M,Gold,Winter,2.9,No,Debit Card,,No,No,9,Credit Card,Every 3 Months
1947,59,Male,Pants,Clothing,49,,M,White,Summer,4.5,No,Bank Transfer,,No,No,41,Credit Card,Quarterly
1948,59,Male,Shirt,Clothing,32,,M,Gray,Summer,2.6,No,Debit Card,,No,No,2,laybye,Monthly
1949,54,Male,T-shirt,Clothing,37,,L,Brown,Winter,3.1,No,Debit Card,,No,No,39,laybye,Bi-Weekly
1950,63,Male,Dress,Clothing,80,,L,Gray,Winter,4.7,No,laybye,,No,No,12,laybye,Quarterly
1951,43,Male,Backpack,Accessories,78,,L,Blue,Summer,4.6,No,Cash,,No,No,26,laybye,Every 3 Months
1952,33,Male,Gloves,Accessories,53,,L,Gold,Summer,2.7,No,Bank Transfer,,No,No,32,Bank Transfer,Bi-Weekly
1953,57,Male,Shoes,Footwear,82,,L,Yellow,Summer,4.6,No,laybye,,No,No,50,Cash,Bi-Weekly
1954,25,Male,Skirt,Clothing,33,,XL,Green,Spring,4.8,No,Cash,,No,No,3,laybye,Fortnightly
1955,26,Male,Gloves,Accessories,77,,M,Pink,Winter,4.2,No,Bank Transfer,,No,No,3,laybye,Quarterly
1956,50,Male,Hoodie,Clothing,56,,M,Pink,Winter,4.9,No,Credit Card,,No,No,37,Cash,Monthly
1957,70,Male,Socks,Clothing,37,,M,Pink,Winter,4.9,No,Cash,,No,No,20,Credit Card,Fortnightly
1958,68,Male,Gloves,Accessories,54,,M,Cyan,Spring,4.5,No,laybye,,No,No,26,Cash,Bi-Weekly
1959,39,Male,Shorts,Clothing,67,,M,Gray,Winter,2.7,No,Cash,,No,No,47,Cash,Quarterly
1960,46,Male,Shoes,Footwear,90,,M,White,Fall,3.1,No,Credit Card,,No,No,7,Credit Card,Every 3 Months
1961,57,Male,Jeans,Clothing,72,,L,Red,Summer,3.3,No,Bank Transfer,,No,No,40,Credit Card,Annually
1962,47,Male,Boots,Footwear,59,,L,Black,Summer,2.6,No,Cash,,No,No,45,Debit Card,Quarterly
1963,40,Male,Hat,Accessories,45,,M,Silver,Fall,4.4,No,Debit Card,,No,No,20,laybye,Fortnightly
1964,52,Male,Shorts,Clothing,30,,L,Pink,Spring,3.9,No,Bank Transfer,,No,No,11,Credit Card,Weekly
1965,40,Male,Pants,Clothing,51,,S,Cyan,Summer,4.6,No,laybye,,No,No,50,Debit Card,Monthly
1966,67,Male,Sweater,Clothing,90,,M,White,Fall,4.9,No,laybye,,No,No,25,Debit Card,Quarterly
1967,67,Male,Jacket,Outerwear,95,,XL,Purple,Winter,3.7,No,laybye,,No,No,5,Credit Card,Fortnightly
1968,37,Male,Dress,Clothing,81,,L,Yellow,Fall,3.7,No,laybye,,No,No,4,laybye,Annually
1969,67,Male,Shirt,Clothing,70,,S,Blue,Spring,4.2,No,Credit Card,,No,No,25,Credit Card,Weekly
1970,64,Male,Dress,Clothing,32,,S,Cyan,Winter,3.5,No,laybye,,No,No,11,Bank Transfer,Fortnightly
1971,28,Male,Belt,Accessories,94,,M,Indigo,Spring,2.9,No,Debit Card,,No,No,4,Credit Card,Bi-Weekly
1972,54,Male,Hat,Accessories,29,,XL,Indigo,Spring,3.4,No,laybye,,No,No,1,laybye,Monthly
1973,54,Male,Backpack,Accessories,31,,M,Silver,Summer,3.3,No,Debit Card,,No,No,48,laybye,Every 3 Months
1974,24,Male,Skirt,Clothing,20,,XL,Red,Fall,4.5,No,Debit Card,,No,No,9,laybye,Every 3 Months
1975,27,Male,Gloves,Accessories,44,,M,Peach,Winter,4.6,No,Credit Card,,No,No,2,laybye,Fortnightly
1976,53,Male,Jacket,Outerwear,77,,L,Turquoise,Fall,2.9,No,Credit Card,,No,No,4,Cash,Quarterly
1977,32,Male,Handbag,Accessories,51,,M,Pink,Spring,3.2,No,Debit Card,,No,No,43,laybye,Fortnightly
1978,24,Male,Sandals,Footwear,49,,M,Teal,Summer,2.6,No,Debit Card,,No,No,32,Bank Transfer,Annually
1979,45,Male,Sunglasses,Accessories,78,,L,Magenta,Spring,3.8,No,Cash,,No,No,1,Cash,Quarterly
1980,49,Male,Jeans,Clothing,98,,L,Blue,Spring,2.8,No,laybye,,No,No,38,Debit Card,Fortnightly
1981,51,Male,Sandals,Footwear,94,,M,Green,Winter,4.4,No,laybye,,No,No,25,laybye,Fortnightly
1982,69,Male,Shoes,Footwear,91,,L,Violet,Summer,4.7,No,Cash,,No,No,42,laybye,Quarterly
1983,41,Male,Sunglasses,Accessories,77,,M,Turquoise,Summer,2.7,No,laybye,,No,No,32,laybye,Monthly
1984,59,Male,Scarf,Accessories,97,,M,Pink,Summer,2.6,No,Credit Card,,No,No,21,Debit Card,Quarterly
1985,26,Male,Skirt,Clothing,58,,M,Black,Summer,3.4,No,Bank Transfer,,No,No,26,laybye,Fortnightly
1986,23,Male,Gloves,Accessories,97,,M,Gold,Spring,3.9,No,Cash,,No,No,6,Credit Card,Fortnightly
1987,62,Male,Coat,Outerwear,48,,L,Green,Summer,3.4,No,Debit Card,,No,No,14,laybye,Quarterly
1988,69,Male,Belt,Accessories,23,,XL,White,Summer,3.4,No,Debit Card,,No,No,4,Cash,Quarterly
1989,46,Male,Pants,Clothing,79,,M,Gold,Winter,3.9,No,Credit Card,,No,No,26,Bank Transfer,Weekly
1990,35,Male,Jewelry,Accessories,42,,S,Charcoal,Spring,4,No,Cash,,No,No,39,laybye,Bi-Weekly
1991,32,Male,Backpack,Accessories,95,,L,White,Spring,3.4,No,Debit Card,,No,No,15,laybye,Annually
1992,46,Male,Sneakers,Footwear,29,,M,Brown,Summer,3.7,No,laybye,,No,No,1,laybye,Every 3 Months
1993,33,Male,Hoodie,Clothing,98,,L,Gold,Winter,4.9,No,laybye,,No,No,28,laybye,Monthly
1994,32,Male,Blouse,Clothing,96,,S,Purple,Spring,5,No,Cash,,No,No,17,Cash,Weekly
1995,33,Male,Sunglasses,Accessories,66,,M,Brown,Fall,2.9,No,Bank Transfer,,No,No,24,Credit Card,Weekly
1996,67,Male,Boots,Footwear,80,,S,Teal,Spring,3,No,Credit Card,,No,No,29,Debit Card,Quarterly
1997,67,Male,Sneakers,Footwear,27,,L,Indigo,Summer,3.3,No,Cash,,No,No,18,Cash,Every 3 Months
1998,42,Male,Backpack,Accessories,25,,M,Purple,Fall,4.7,No,laybye,,No,No,10,Debit Card,Bi-Weekly
1999,20,Male,Pants,Clothing,45,,M,Orange,Fall,3.4,No,Debit Card,,No,No,19,Cash,Quarterly
2000,39,Male,Socks,Clothing,89,,L,Indigo,Winter,4.6,No,Credit Card,,No,No,26,Debit Card,Monthly
2001,26,Male,Belt,Accessories,27,,M,Lavender,Winter,3.6,No,laybye,,No,No,25,Cash,Bi-Weekly
2002,51,Male,Sunglasses,Accessories,90,,S,Purple,Winter,2.6,No,Debit Card,,No,No,2,Debit Card,Fortnightly
2003,31,Male,Shirt,Clothing,65,,M,Red,Summer,2.7,No,Cash,,No,No,19,laybye,Every 3 Months
2004,68,Male,Sneakers,Footwear,72,,S,Blue,Spring,3.1,No,laybye,,No,No,32,Cash,Quarterly
2005,44,Male,Shoes,Footwear,70,,L,Blue,Fall,3.2,No,Cash,,No,No,13,Cash,Bi-Weekly
2006,18,Male,Sandals,Footwear,82,,M,Cyan,Winter,3.4,No,laybye,,No,No,30,laybye,Fortnightly
2007,58,Male,Scarf,Accessories,97,,S,Pink,Fall,4.4,No,Debit Card,,No,No,2,laybye,Annually
2008,26,Male,Shirt,Clothing,25,,M,Silver,Summer,3.2,No,Cash,,No,No,8,laybye,Quarterly
2009,57,Male,Skirt,Clothing,48,,M,Gray,Spring,2.5,No,laybye,,No,No,27,laybye,Every 3 Months
2010,37,Male,Boots,Footwear,99,,M,Indigo,Summer,3.8,No,laybye,,No,No,26,laybye,Bi-Weekly
2011,24,Male,Sweater,Clothing,21,,M,Maroon,Summer,4.4,No,laybye,,No,No,3,Debit Card,Bi-Weekly
2012,57,Male,Sandals,Footwear,94,,M,Beige,Spring,3.7,No,Debit Card,,No,No,4,Bank Transfer,Monthly
2013,48,Male,Jeans,Clothing,53,,L,Green,Fall,3.2,No,Bank Transfer,,No,No,5,Cash,Fortnightly
2014,39,Male,Backpack,Accessories,70,,M,Peach,Winter,4.9,No,laybye,,No,No,25,Debit Card,Quarterly
2015,51,Male,Skirt,Clothing,26,,L,Black,Summer,3.9,No,laybye,,No,No,47,laybye,Bi-Weekly
2016,57,Male,Belt,Accessories,82,,S,Pink,Summer,4.5,No,Debit Card,,No,No,8,Credit Card,Fortnightly
2017,53,Male,Shoes,Footwear,47,,S,Violet,Winter,3.4,No,Credit Card,,No,No,20,Debit Card,Fortnightly
2018,70,Male,Socks,Clothing,32,,S,Green,Winter,4.1,No,laybye,,No,No,42,Bank Transfer,Every 3 Months
2019,60,Male,Backpack,Accessories,97,,S,Gold,Fall,4.5,No,Debit Card,,No,No,20,Bank Transfer,Weekly
2020,31,Male,Shirt,Clothing,68,,S,Red,Winter,4.7,No,laybye,,No,No,23,Cash,Fortnightly
2021,41,Male,Sweater,Clothing,23,,M,Beige,Winter,4.8,No,Credit Card,,No,No,26,Cash,Quarterly
2022,62,Male,Handbag,Accessories,33,,M,Green,Winter,4.4,No,Debit Card,,No,No,48,laybye,Quarterly
2023,59,Male,Jewelry,Accessories,38,,S,Black,Winter,4,No,Bank Transfer,,No,No,16,Cash,Bi-Weekly
2024,46,Male,Socks,Clothing,68,,S,Teal,Winter,4.1,No,Bank Transfer,,No,No,28,Cash,Bi-Weekly
2025,62,Male,Socks,Clothing,23,,L,Silver,Fall,3.7,No,Bank Transfer,,No,No,39,laybye,Weekly
2026,42,Male,Shirt,Clothing,29,,M,Turquoise,Summer,3,No,Bank Transfer,,No,No,43,Debit Card,Fortnightly
2027,37,Male,Scarf,Accessories,35,,M,Orange,Winter,3.6,No,Bank Transfer,,No,No,45,Bank Transfer,Every 3 Months
2028,50,Male,Shoes,Footwear,73,,S,Gold,Fall,4.8,No,laybye,,No,No,50,Credit Card,Every 3 Months
2029,29,Male,Shoes,Footwear,84,,XL,Purple,Fall,3.7,No,Cash,,No,No,10,laybye,Bi-Weekly
2030,25,Male,Scarf,Accessories,23,,M,Pink,Spring,4.6,No,Bank Transfer,,No,No,40,laybye,Quarterly
2031,66,Male,Sunglasses,Accessories,67,,S,Green,Summer,2.8,No,laybye,,No,No,38,Credit Card,Monthly
2032,21,Male,Socks,Clothing,51,,L,Charcoal,Spring,4,No,Credit Card,,No,No,2,Credit Card,Monthly
2033,46,Male,Blouse,Clothing,36,,M,Maroon,Winter,4.2,No,Credit Card,,No,No,13,Cash,Annually
2034,57,Male,Jeans,Clothing,55,,L,Olive,Summer,3.6,No,Cash,,No,No,33,laybye,Annually
2035,61,Male,Shorts,Clothing,30,,M,Peach,Spring,2.9,No,Credit Card,,No,No,27,laybye,Monthly
2036,53,Male,T-shirt,Clothing,70,,S,Yellow,Summer,4.1,No,laybye,,No,No,43,Bank Transfer,Weekly
2037,37,Male,Blouse,Clothing,63,,S,Lavender,Winter,3.1,No,laybye,,No,No,46,Cash,Weekly
2038,39,Male,Belt,Accessories,87,,S,Green,Summer,4.3,No,Cash,,No,No,7,laybye,Bi-Weekly
2039,53,Male,Blouse,Clothing,70,,L,Orange,Spring,4.4,No,Debit Card,,No,No,35,Credit Card,Fortnightly
2040,35,Male,T-shirt,Clothing,51,,M,Olive,Spring,3.1,No,Cash,,No,No,31,Debit Card,Bi-Weekly
2041,69,Male,Jewelry,Accessories,25,,XL,Gray,Spring,2.9,No,Debit Card,,No,No,42,laybye,Quarterly
2042,66,Male,Jacket,Outerwear,32,,S,Lavender,Winter,3.2,No,Cash,,No,No,14,laybye,Bi-Weekly
2043,19,Male,Shoes,Footwear,52,,M,Red,Spring,4,No,Credit Card,,No,No,35,laybye,Monthly
2044,47,Male,Gloves,Accessories,33,,M,Charcoal,Summer,2.7,No,ecocash,,No,No,49,ecocash,Weekly
2045,49,Male,Jeans,Clothing,68,,L,Orange,Spring,3,No,Cash,,No,No,17,ecocash,Fortnightly
2046,31,Male,Jewelry,Accessories,20,,M,Red,Fall,4.4,No,ecocash,,No,No,26,ecocash,Quarterly
2047,39,Male,Pants,Clothing,32,,M,Maroon,Winter,2.8,No,Bank Transfer,,No,No,30,Cash,Every 3 Months
2048,58,Male,Jewelry,Accessories,82,,M,Silver,Summer,3.1,No,Cash,,No,No,32,Cash,Annually
2049,45,Male,Sneakers,Footwear,64,,XL,Pink,Winter,3.9,No,Credit Card,,No,No,35,Bank Transfer,Quarterly
2050,68,Male,Boots,Footwear,24,,L,Blue,Fall,2.7,No,Debit Card,,No,No,15,ecocash,Annually
2051,35,Male,Hat,Accessories,96,,M,Teal,Summer,3.4,No,Credit Card,,No,No,10,Debit Card,Annually
2052,65,Male,T-shirt,Clothing,94,,L,Black,Spring,3.8,No,Cash,,No,No,14,Credit Card,Monthly
2053,45,Male,Backpack,Accessories,48,,M,Gray,Winter,3.7,No,ecocash,,No,No,30,Bank Transfer,Annually
2054,19,Male,Sunglasses,Accessories,60,,S,Purple,Spring,4.5,No,Bank Transfer,,No,No,16,Credit Card,Fortnightly
2055,65,Male,Sweater,Clothing,56,,XL,Gold,Spring,2.9,No,ecocash,,No,No,14,PayPal,Annually
2056,28,Male,Handbag,Accessories,33,,M,Silver,Fall,3.4,No,Debit Card,,No,No,28,Bank Transfer,Weekly
2057,55,Male,Backpack,Accessories,46,,L,Blue,Spring,4.4,No,Cash,,No,No,29,laybye,Monthly
2058,66,Male,Socks,Clothing,37,,L,Yellow,Spring,4.2,No,Credit Card,,No,No,5,PayPal,Every 3 Months
2059,29,Male,Shirt,Clothing,98,,M,Brown,Winter,3.3,No,Debit Card,,No,No,17,Bank Transfer,Quarterly
2060,56,Male,Shorts,Clothing,50,,XL,Beige,Spring,3.7,No,Cash,,No,No,50,laybye,Weekly
2061,21,Male,Belt,Accessories,63,,M,Blue,Fall,3.2,No,Debit Card,,No,No,23,Bank Transfer,Quarterly
2062,32,Male,Sweater,Clothing,70,,S,Magenta,Summer,2.6,No,ecocash,,No,No,22,Debit Card,Annually
2063,54,Male,Coat,Outerwear,63,,L,Silver,Fall,2.8,No,ecocash,,No,No,15,Cash,Quarterly
2064,61,Male,Shorts,Clothing,86,,M,Cyan,Fall,2.9,No,ecocash,,No,No,32,Cash,Monthly
2065,31,Male,Shoes,Footwear,99,,M,Green,Summer,4,No,Bank Transfer,,No,No,5,Bank Transfer,Monthly
2066,27,Male,Sneakers,Footwear,40,,M,Blue,Spring,2.9,No,ecocash,,No,No,6,Bank Transfer,Bi-Weekly
2067,64,Male,Sneakers,Footwear,92,,M,Olive,Fall,4.7,No,Credit Card,,No,No,44,Debit Card,Fortnightly
2068,60,Male,Pants,Clothing,21,,XL,Beige,Fall,3.1,No,Cash,,No,No,23,Cash,Fortnightly
2069,70,Male,Jewelry,Accessories,81,,XL,Black,Summer,3.9,No,Credit Card,,No,No,44,laybye,Monthly
2070,36,Male,T-shirt,Clothing,82,,M,Indigo,Fall,3.4,No,Cash,,No,No,3,Debit Card,Quarterly
2071,56,Male,Jewelry,Accessories,88,,XL,Red,Spring,3.1,No,Cash,,No,No,14,Cash,Monthly
2072,69,Male,Jacket,Outerwear,100,,S,Yellow,Fall,4.8,No,Debit Card,,No,No,37,laybye,Quarterly
2073,39,Male,Backpack,Accessories,66,,M,Beige,Winter,3.9,No,Credit Card,,No,No,22,Bank Transfer,Weekly
2074,38,Male,Belt,Accessories,25,,S,Green,Winter,3.5,No,Debit Card,,No,No,2,ecocash,Every 3 Months
2075,36,Male,Scarf,Accessories,53,,M,White,Summer,3.1,No,Credit Card,,No,No,44,Debit Card,Fortnightly
2076,46,Male,Sweater,Clothing,28,,S,Turquoise,Fall,4.7,No,Bank Transfer,,No,No,49,Debit Card,Monthly
2077,59,Male,Gloves,Accessories,23,,S,Indigo,Fall,4.6,No,Cash,,No,No,22,Debit Card,Bi-Weekly
2078,64,Male,Scarf,Accessories,34,,L,Orange,Fall,3.3,No,Bank Transfer,,No,No,26,Bank Transfer,Annually
2079,49,Male,Dress,Clothing,42,,M,Blue,Spring,3.2,No,ecocash,,No,No,40,Debit Card,Weekly
2080,32,Male,Jeans,Clothing,24,,L,Violet,Summer,3.1,No,Debit Card,,No,No,16,ecocash,Quarterly
2081,29,Male,Sunglasses,Accessories,47,,S,Gray,Fall,3.5,No,Credit Card,,No,No,17,Debit Card,Bi-Weekly
2082,24,Male,Coat,Outerwear,78,,S,Cyan,Spring,4.3,No,Credit Card,,No,No,48,Bank Transfer,Bi-Weekly
2083,41,Male,Jeans,Clothing,89,,M,Yellow,Summer,2.9,No,Cash,,No,No,28,laybye,Every 3 Months
2084,41,Male,Scarf,Accessories,59,,L,Orange,Fall,2.7,No,Credit Card,,No,No,26,Credit Card,Fortnightly
2085,32,Male,Blouse,Clothing,94,,S,Brown,Summer,4,No,Bank Transfer,,No,No,43,Bank Transfer,Quarterly
2086,69,Male,Jeans,Clothing,49,,M,Teal,Fall,4.6,No,Cash,,No,No,38,Debit Card,Weekly
2087,65,Male,Dress,Clothing,89,,L,Beige,Summer,4.7,No,Credit Card,,No,No,36,Cash,Every 3 Months
2088,54,Male,Hat,Accessories,91,,M,Blue,Summer,4.7,No,Credit Card,,No,No,1,Credit Card,Weekly
2089,39,Male,Sandals,Footwear,89,,L,Orange,Spring,4,No,Cash,,No,No,49,Debit Card,Annually
2090,37,Male,Jacket,Outerwear,57,,L,Gold,Spring,3.6,No,Cash,,No,No,41,Credit Card,Every 3 Months
2091,51,Male,Socks,Clothing,71,,S,Teal,Winter,3.4,No,Debit Card,,No,No,21,Debit Card,Monthly
2092,26,Male,Jeans,Clothing,97,,XL,Beige,Fall,3,No,ecocash,,No,No,24,Bank Transfer,Quarterly
2093,42,Male,Sandals,Footwear,45,,M,Silver,Fall,2.6,No,Bank Transfer,,No,No,27,Bank Transfer,Weekly
2094,21,Male,Dress,Clothing,91,,M,Maroon,Spring,4.2,No,laybye,,No,No,4,Debit Card,Annually
2095,53,Male,Socks,Clothing,25,,M,Indigo,Spring,3.4,No,ecocash,,No,No,19,laybye,Annually
2096,36,Male,Hoodie,Clothing,63,,M,Gray,Fall,4,No,Credit Card,,No,No,1,Bank Transfer,Fortnightly
2097,21,Male,Dress,Clothing,52,,L,Blue,Summer,4.7,No,Debit Card,,No,No,27,Debit Card,Annually
2098,33,Male,Sneakers,Footwear,43,,S,Cyan,Winter,3.9,No,Credit Card,,No,No,5,Credit Card,Weekly
2099,49,Male,T-shirt,Clothing,28,,M,White,Summer,3.3,No,Credit Card,,No,No,20,laybye,Quarterly
2100,31,Male,T-shirt,Clothing,78,,L,Green,Summer,2.9,No,Debit Card,,No,No,50,laybye,Annually
2101,68,Male,Sweater,Clothing,31,,M,Silver,Spring,4.4,No,ecocash,,No,No,36,Cash,Fortnightly
2102,49,Male,Shirt,Clothing,23,,M,Blue,Winter,3.6,No,Cash,,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,Hat,Accessories,25,,M,Brown,Spring,4.5,No,ecocash,,No,No,23,Cash,Monthly
2104,30,Male,Pants,Clothing,86,,S,Red,Summer,3.7,No,ecocash,,No,No,21,laybye,Weekly
2105,53,Male,Shoes,Footwear,88,,M,Gold,Spring,2.8,No,Bank Transfer,,No,No,47,laybye,Weekly
2106,65,Male,Gloves,Accessories,35,,M,Silver,Spring,4.5,No,Credit Card,,No,No,38,laybye,Bi-Weekly
2107,60,Male,Jewelry,Accessories,34,,M,Gray,Fall,4.4,No,Cash,,No,No,40,Credit Card,Every 3 Months
2108,46,Male,Pants,Clothing,75,,M,Black,Winter,3.3,No,ecocash,,No,No,35,ecocash,Quarterly
2109,54,Male,Hoodie,Clothing,46,,XL,Beige,Winter,4.2,No,Debit Card,,No,No,4,Credit Card,Quarterly
2110,59,Male,Jewelry,Accessories,31,,L,Peach,Fall,2.7,No,Cash,,No,No,28,ecocash,Every 3 Months
2111,52,Male,Socks,Clothing,93,,L,Cyan,Spring,3.9,No,Cash,,No,No,36,Debit Card,Every 3 Months
2112,41,Male,Sunglasses,Accessories,85,,XL,Pink,Spring,2.6,No,Credit Card,,No,No,15,Bank Transfer,Annually
2113,43,Male,Belt,Accessories,68,,M,Lavender,Fall,4.5,No,Credit Card,,No,No,7,Cash,Fortnightly
2114,63,Male,Dress,Clothing,40,,M,Brown,Spring,2.7,No,Credit Card,,No,No,29,laybye,Every 3 Months
2115,37,Male,Shirt,Clothing,51,,M,Magenta,Winter,2.9,No,Credit Card,,No,No,12,Debit Card,Annually
2116,44,Male,Scarf,Accessories,85,,M,Violet,Winter,3.4,No,Credit Card,,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Jacket,Outerwear,23,,M,Teal,Summer,2.9,No,ecocash,,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,Dress,Clothing,28,,L,Brown,Summer,3.8,No,Bank Transfer,,No,No,11,Debit Card,Annually
2119,60,Male,Socks,Clothing,44,,M,Olive,Fall,4.2,No,Bank Transfer,,No,No,28,Debit Card,Quarterly
2120,58,Male,Jewelry,Accessories,57,,M,Indigo,Spring,3.5,No,Debit Card,,No,No,36,laybye,Bi-Weekly
2121,53,Male,Scarf,Accessories,98,,S,Red,Fall,3.1,No,ecocash,,No,No,38,laybye,Quarterly
2122,43,Male,Backpack,Accessories,68,,M,Olive,Winter,3.5,No,Credit Card,,No,No,32,Bank Transfer,Monthly
2123,32,Male,Jacket,Outerwear,36,,L,Teal,Fall,4,No,ecocash,,No,No,42,Debit Card,Weekly
2124,54,Male,Coat,Outerwear,71,,L,Cyan,Spring,3.7,No,Cash,,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,Skirt,Clothing,60,,M,Teal,Fall,4.2,No,ecocash,,No,No,22,laybye,Quarterly
2126,57,Male,Coat,Outerwear,87,,M,Beige,Fall,4.8,No,Credit Card,,No,No,31,laybye,Quarterly
2127,63,Male,Shoes,Footwear,38,,XL,Magenta,Winter,4.1,No,ecocash,,No,No,28,Credit Card,Monthly
2128,70,Male,Boots,Footwear,45,,M,Indigo,Spring,4.5,No,Credit Card,,No,No,40,Debit Card,Weekly
2129,62,Male,Coat,Outerwear,47,,L,Cyan,Fall,2.7,No,ecocash,,No,No,21,laybye,Weekly
2130,40,Male,Skirt,Clothing,57,,L,Orange,Fall,2.8,No,Credit Card,,No,No,12,laybye,Every 3 Months
2131,25,Male,Backpack,Accessories,68,,L,Violet,Summer,3.7,No,Debit Card,,No,No,33,Credit Card,Annually
2132,19,Male,Shorts,Clothing,52,,M,Red,Fall,3.6,No,Credit Card,,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,Skirt,Clothing,87,,M,Magenta,Fall,4.7,No,ecocash,,No,No,15,Debit Card,Weekly
2134,21,Male,Hat,Accessories,34,,M,Olive,Summer,3.8,No,ecocash,,No,No,13,Bank Transfer,Annually
